2.465753424657534110e-01,7.500000000000000000e-01,2.286439147157021123e-01,9.333333333333333481e-01,9.333333333333333481e-01,3.333333333333333148e-01,7.142857142857141906e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,9.512195121951220189e-01
1.780821917808219079e-01,5.000000000000000000e-01,1.516079601384195397e-01,6.666666666666666574e-02,4.000000000000000222e-01,6.666666666666666297e-01,1.000000000000000000e+00,8.000000000000000444e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.959183673469387155e-01,9.512195121951220189e-01
1.780821917808219079e-01,5.000000000000000000e-01,2.129922232032013807e-01,6.666666666666666574e-02,4.000000000000000222e-01,8.333333333333332593e-01,8.571428571428570953e-01,2.000000000000000111e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.979591836734693300e-01,9.512195121951220189e-01
2.465753424657534110e-01,5.000000000000000000e-01,1.682731045960564609e-01,1.000000000000000000e+00,5.999999999999999778e-01,5.000000000000000000e-01,7.142857142857142461e-02,2.000000000000000111e-01,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.979591836734693300e-01,9.512195121951220189e-01
1.369863013698630061e-02,0.000000000000000000e+00,1.195820352272996406e-01,7.333333333333332815e-01,5.333333333333333259e-01,6.666666666666666297e-01,0.000000000000000000e+00,4.000000000000000222e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.979591836734693300e-01,9.512195121951220189e-01
1.369863013698630061e-01,1.250000000000000000e-01,3.355970272948992084e-01,5.999999999999999778e-01,8.000000000000000444e-01,6.666666666666666297e-01,2.857142857142856984e-01,2.000000000000000111e-01,5.000000000000000000e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.795918367346938549e-01,9.512195121951220189e-01
9.589041095890410427e-02,5.000000000000000000e-01,8.320191595376542903e-02,1.000000000000000000e+00,5.999999999999999778e-01,3.333333333333333148e-01,7.142857142857142461e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.979591836734693300e-01,9.512195121951220189e-01
3.424657534246575152e-01,5.000000000000000000e-01,1.324545113201611723e-01,5.999999999999999778e-01,8.000000000000000444e-01,3.333333333333333148e-01,7.142857142857142461e-02,0.000000000000000000e+00,7.500000000000000000e-01,1.000000000000000000e+00,7.298072980729806980e-02,0.000000000000000000e+00,3.979591836734693300e-01,6.341463414634146423e-01
3.561643835616437603e-01,1.250000000000000000e-01,1.368337375643979004e-01,1.000000000000000000e+00,5.999999999999999778e-01,3.333333333333333148e-01,2.857142857142856984e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.979591836734693300e-01,9.512195121951220189e-01
1.095890410958904049e-01,5.000000000000000000e-01,2.290518667356734872e-01,3.333333333333333148e-01,2.000000000000000111e-01,3.333333333333333148e-01,3.571428571428570953e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,9.512195121951220189e-01
6.849315068493149194e-01,5.000000000000000000e-01,1.033728769412393389e-01,7.333333333333332815e-01,5.333333333333333259e-01,6.666666666666666297e-01,7.142857142857142461e-02,2.000000000000000111e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.775510204081632404e-01,9.512195121951220189e-01
2.602739726027397116e-01,5.000000000000000000e-01,7.120081996326402263e-02,7.333333333333332815e-01,5.333333333333333259e-01,8.333333333333332593e-01,7.142857142857142461e-02,8.000000000000000444e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.775510204081632404e-01,9.512195121951220189e-01
3.150684931506849140e-01,7.500000000000000000e-01,1.167155464899550937e-01,8.000000000000000444e-01,8.666666666666666963e-01,0.000000000000000000e+00,7.142857142857141906e-01,2.000000000000000111e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.061983471074380514e-01,4.489795918367346372e-01,9.512195121951220189e-01
4.109589041095890183e-02,5.000000000000000000e-01,2.044861191449920956e-01,7.333333333333332815e-01,5.333333333333333259e-01,6.666666666666666297e-01,5.000000000000000000e-01,6.000000000000000888e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.979591836734693300e-01,9.512195121951220189e-01
5.205479452054793121e-01,5.000000000000000000e-01,3.910588824279571940e-02,8.000000000000000444e-01,8.666666666666666963e-01,3.333333333333333148e-01,7.142857142857141906e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.979591836734693300e-01,9.512195121951220189e-01
1.232876712328767055e-01,5.000000000000000000e-01,1.737178771611140038e-01,7.333333333333332815e-01,5.333333333333333259e-01,6.666666666666666297e-01,7.142857142857142461e-02,2.000000000000000111e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.979591836734693300e-01,9.512195121951220189e-01
2.054794520547945091e-01,7.500000000000000000e-01,9.443311244388967463e-02,7.333333333333332815e-01,5.333333333333333259e-01,3.333333333333333148e-01,3.571428571428570953e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.013050130501305046e-02,0.000000000000000000e+00,6.530612244897958663e-01,9.512195121951220189e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.649993403760871280e-01,0.000000000000000000e+00,3.333333333333333703e-01,6.666666666666666297e-01,0.000000000000000000e+00,6.000000000000000888e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.428571428571428215e-01,9.512195121951220189e-01
2.602739726027397116e-01,2.500000000000000000e-01,1.438737851926271127e-01,5.999999999999999778e-01,8.000000000000000444e-01,6.666666666666666297e-01,7.142857142857141906e-01,8.000000000000000444e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.979591836734693300e-01,9.512195121951220189e-01
2.876712328767123128e-01,5.000000000000000000e-01,9.468275472476768428e-02,5.999999999999999778e-01,8.000000000000000444e-01,6.666666666666666297e-01,8.571428571428570953e-01,2.000000000000000111e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.489795918367346372e-01,0.000000000000000000e+00
1.095890410958904049e-01,5.000000000000000000e-01,1.598840414988008385e-01,4.666666666666666741e-01,7.333333333333333925e-01,6.666666666666666297e-01,2.142857142857142738e-01,2.000000000000000111e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.959183673469387155e-01,9.512195121951220189e-01
2.739726027397260122e-02,6.250000000000000000e-01,9.342913102160521621e-02,7.333333333333332815e-01,5.333333333333333259e-01,6.666666666666666297e-01,2.857142857142856984e-01,6.000000000000000888e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.979591836734693300e-01,9.512195121951220189e-01
5.479452054794520244e-02,8.750000000000000000e-01,5.880056693829641135e-02,8.000000000000000444e-01,8.666666666666666963e-01,6.666666666666666297e-01,1.000000000000000000e+00,6.000000000000000888e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.428571428571428215e-01,9.512195121951220189e-01
9.589041095890410427e-02,8.750000000000000000e-01,1.059051562293867287e-02,1.000000000000000000e+00,5.999999999999999778e-01,3.333333333333333148e-01,5.714285714285713969e-01,0.000000000000000000e+00,2.500000000000000000e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.346938775510203912e-01,0.000000000000000000e+00
4.109589041095890183e-02,5.000000000000000000e-01,9.391691444846983483e-02,4.666666666666666741e-01,7.333333333333333925e-01,6.666666666666666297e-01,8.571428571428570953e-01,6.000000000000000888e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.448979591836734637e-01,9.512195121951220189e-01
4.246575342465753189e-01,7.500000000000000000e-01,1.712938438484150616e-01,4.666666666666666741e-01,7.333333333333333925e-01,3.333333333333333148e-01,7.142857142857141906e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.979591836734693300e-01,9.512195121951220189e-01
