2.380700000000000000e+04,7.451000000000000000e+03
1.188800000000000000e+04,6.799000000000000000e+03
1.874000000000000000e+03,2.080000000000000000e+02
1.139000000000000000e+03,1.610000000000000000e+02
1.135000000000000000e+03,1.570000000000000000e+02
9.540000000000000000e+02,8.600000000000000000e+01
1.810000000000000000e+02,7.100000000000000000e+01
4.000000000000000000e+00,4.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,4.000000000000000000e+00
7.350000000000000000e+02,4.700000000000000000e+01
6.880000000000000000e+02,3.600000000000000000e+01
2.060000000000000000e+02,1.800000000000000000e+01
4.820000000000000000e+02,1.800000000000000000e+01
4.700000000000000000e+01,1.100000000000000000e+01
2.500000000000000000e+01,2.000000000000000000e+00
2.200000000000000000e+01,9.000000000000000000e+00
1.001400000000000000e+04,6.591000000000000000e+03
7.008000000000000000e+03,3.359000000000000000e+03
2.533000000000000000e+03,1.820000000000000000e+02
1.847000000000000000e+03,8.400000000000000000e+01
6.860000000000000000e+02,9.800000000000000000e+01
4.475000000000000000e+03,3.177000000000000000e+03
3.584000000000000000e+03,1.649000000000000000e+03
8.910000000000000000e+02,1.528000000000000000e+03
3.006000000000000000e+03,3.232000000000000000e+03
8.060000000000000000e+02,1.411000000000000000e+03
2.860000000000000000e+02,2.250000000000000000e+02
5.200000000000000000e+02,1.186000000000000000e+03
2.200000000000000000e+03,1.821000000000000000e+03
2.191000000000000000e+03,1.422000000000000000e+03
9.000000000000000000e+00,3.990000000000000000e+02
1.191900000000000000e+04,6.520000000000000000e+02
9.915000000000000000e+03,2.990000000000000000e+02
7.182000000000000000e+03,8.900000000000000000e+01
7.182000000000000000e+03,8.600000000000000000e+01
5.906000000000000000e+03,3.200000000000000000e+01
1.276000000000000000e+03,5.400000000000000000e+01
0.000000000000000000e+00,3.000000000000000000e+00
2.733000000000000000e+03,2.100000000000000000e+02
2.033000000000000000e+03,1.010000000000000000e+02
1.057000000000000000e+03,8.000000000000000000e+01
9.760000000000000000e+02,2.100000000000000000e+01
7.000000000000000000e+02,1.090000000000000000e+02
7.000000000000000000e+02,8.900000000000000000e+01
0.000000000000000000e+00,2.000000000000000000e+01
2.004000000000000000e+03,3.530000000000000000e+02
2.004000000000000000e+03,3.360000000000000000e+02
2.004000000000000000e+03,2.360000000000000000e+02
5.300000000000000000e+01,2.400000000000000000e+01
1.951000000000000000e+03,2.120000000000000000e+02
0.000000000000000000e+00,1.000000000000000000e+02
0.000000000000000000e+00,1.700000000000000000e+01
